CONGRESS 2012 to 2020 in NEW YORK
,
Office,State,CensusPop,raceYear,Area,AreaNumber,RedistrictedDate,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,ThirdVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes
House,New York,N/A,2018,District 10,10,20120101,"37,619"," Levin, Naomi",Challenger,"173,095","Nadler, Jerrold",Incumbent,Write-in,244,Scattering,Challenger,N/A,"135,476",D,.12,17.85,82.15,
House,New York,N/A,2016,District 10,10,20120101,"53,857","Rosenthal, Philip",Challenger,"192,371","Nadler, Jerrold",Incumbent,Write-in,297,Scattering,Challenger,N/A,"138,514",D,.12,21.87,78.13,
House,New York,N/A,2014,District 10,10,20120101,N/A,N/A,N/A,"89,080","Nadler, Jerrold",Incumbent,Conservative,"12,042","Brady, Ross",Challenger,759,"77,038",D,11.82,.00,100.00,"The other vote was: Dilger, Michael J. (Flourish Every Person) 554; Write-In (Write-in) 205"
House,New York,N/A,2012,District 10,10,20120101,"39,413","Chan, Michael",Challenger,"165,743","Nadler, Jerrold",Incumbent,Write-in,193,Scattered Write-In,Challenger,N/A,"126,330",D,.09,19.21,80.79,
House,New York,N/A,2018,District 11,11,20120101,"89,441"," Donovan, Daniel Jr.",Incumbent,"101,823","Rose, Max ",Challenger,Green,774,"Bardel, Henry",Challenger,135,"12,382",D,.40,46.76,53.24,The other vote was: Scattering (Write-in) 135
House,New York,N/A,2016,District 11,11,20120101,"142,934"," Donovan, Daniel Jr.",Incumbent,"85,257","Reichard, Richard",Challenger,Green,"3,906","Bardel, Henry",Challenger,220,"57,677",R,1.68,62.64,37.36,The other vote was: Scattering (Write-in) 220
House,New York,N/A,2014,District 11,11,20120101,"58,886","Grimm, Michael G.",Incumbent,"45,244","Recchia Jr., Domenic M.",Challenger,Green,"2,687","Bardel, Henry",Challenger,546,"13,642",R,2.50,56.55,43.45,The other vote was: Write-In (Write-in) 546
House,New York,N/A,2012,District 11,11,20120101,"103,118","Grimm, Michael G.",Incumbent,"92,430","Murphy, Mark",Challenger,Green,"1,939","Bardel, Henry",Challenger,148,"10,688",R,.98,52.73,47.27,The other vote was: Scattered Write-In (Write-in) 148
House,New York,N/A,2018,District 12,12,20120101,"30,446"," Rabin, Eliot",Challenger,"217,430","Maloney, Carolyn B.",Incumbent,Green,"3,728","Hutchins, Scott",Challenger,273,"186,984",D,1.48,12.28,87.72,The other vote was: Scattering (Write-in) 273
House,New York,N/A,2016,District 12,12,20120101,"49,399","Ardini, Robert",Challenger,"244,358","Maloney, Carolyn B.",Incumbent,Write-in,314,Scattering,Challenger,N/A,"194,959",D,.11,16.82,83.18,
House,New York,N/A,2014,District 12,12,20120101,"22,731","Di Iorio, Nicholas S.",Challenger,"90,603","Maloney, Carolyn B.",Incumbent,Write-in,95,Write-In,Challenger,N/A,"67,872",D,.08,20.06,79.94,
House,New York,N/A,2012,District 12,12,20120101,"46,841","Wight, Christopher",Challenger,"194,370","Maloney, Carolyn B.",Incumbent,Write-in,215,Scattered Write-In,Challenger,N/A,"147,529",D,.09,19.42,80.58,
House,New York,N/A,2018,District 13,13,20120101,"10,268","Butler,  Jineea",Challenger,"180,035","Espaillat, Adriano",Incumbent,Write-in,385,Scattering,Challenger,N/A,"169,767",D,.20,5.40,94.60,
House,New York,N/A,2014,District 13,13,20120101,N/A,N/A,N/A,"68,396","Rangel, Charles B.",Incumbent,Green,"9,806","Rivera, Daniel Vila",Challenger,151,"58,590",D,12.52,.00,100.00,The other vote was: Write-In (Write-in) 151
House,New York,N/A,2012,District 13,13,20120101,"12,147","Schley, Craig",Challenger,"175,016","Rangel, Charles B.",Incumbent,Independent,"5,548","Liatos, Deborah",Challenger,202,"162,869",D,2.88,6.49,93.51,The other vote was: Scattered Write-In (Write-in) 202
House,New York,N/A,2016,District 14,14,20120101,"30,545","Spotorno, Frank",Challenger,"147,587","Crowley, Joseph",Incumbent,Write-in,191,Scattering,Challenger,N/A,"117,042",D,.11,17.15,82.85,
House,New York,N/A,2016,District 13,13,20120101,"16,089","Evans, Tony",Challenger,"207,194","Espaillat, Adriano",Challenger,Green,"8,248","Rivera, Daniel Vila",Challenger,"2,206","191,105",D,3.53,7.21,92.79,"The other vote was: Fenstermaker, Scott Lloyd (No Party Affiliation) 1,877; Scattering (Write-in) 329"
House,New York,N/A,2018,District 14,14,20120101,"19,202"," Pappas, Anthony",Challenger,"110,318"," Ocasio-Cortez, Alexandria",Challenger,Working Families,"9,348","Crowley, Joseph",Incumbent,"2,336","91,116",D,6.62,14.83,85.17,"The other vote was: Perri, Elizabeth (Conservative) 2,254; Scattering (Write-in) 82"
House,New York,N/A,2014,District 14,14,20120101,N/A,N/A,N/A,"50,352","Crowley, Joseph",Incumbent,Conservative,"6,735","Perri, Elizabeth",Challenger,117,"43,617",D,11.77,.00,100.00,The other vote was: Write-In (Write-in) 117
House,New York,N/A,2012,District 14,14,20120101,"21,755","Gibbons, William Jr.",Challenger,"120,761","Crowley, Joseph",Incumbent,Green,"2,570","Gronowicz, Anthony",Challenger,104,"99,006",D,1.77,15.26,84.74,The other vote was: Scattered Write-In (Write-in) 104
House,New York,N/A,2018,District 15,15,20120101,"5,205","Gonzalez, Jason",Challenger,"124,469","Serrano, Jose E.",Incumbent,Write-in,77,Scattering,Challenger,N/A,"119,264",D,.06,4.01,95.99,
House,New York,N/A,2016,District 15,15,20120101,"6,129","Vega, Alejandro",Challenger,"165,688","Serrano, Jose E.",Challenger,Conservative,"2,104","Ramirez, Eduardo",Challenger,115,"159,559",D,1.21,3.57,96.43,The other vote was: Scattering (Write-in) 115
House,New York,N/A,2014,District 15,15,20120101,N/A,N/A,N/A,"54,906","Serrano, Jose E.",Incumbent,Conservative,"1,047","Ramirez, Eduardo",Challenger,610,"53,859",D,1.85,.00,100.00,"The other vote was: Edstrom, William (Green) 568; Write-In (Write-in) 42"
House,New York,N/A,2012,District 15,15,20120101,"4,427","Della Valle, Frank",Challenger,"152,661","Serrano, Jose E.",Incumbent,Write-in,27,Scattered Write-In,Challenger,N/A,"148,234",D,.02,2.82,97.18,
House,New York,N/A,2018,District 16,16,20120101,N/A,N/A,N/A,"182,044","Engel, Eliot L.",Incumbent,Write-in,"1,312",Scattering,Challenger,N/A,"180,732",D,.72,.00,100.00,
House,New York,N/A,2016,District 16,16,20120101,N/A,N/A,N/A,"209,857","Engel, Eliot L.",Incumbent,People's Choice Congress,"11,825","Lawrence, Derickson K",Challenger,548,"198,032",D,5.32,.00,100.00,The other vote was: Scattering (Write-in) 548
House,New York,N/A,2014,District 16,16,20120101,N/A,N/A,N/A,"99,658","Engel, Eliot L.",Incumbent,Write-in,733,Write-In,Challenger,N/A,"98,925",D,.73,.00,100.00,
House,New York,N/A,2012,District 16,16,20120101,"53,935","McLaughlin, Joseph",Challenger,"179,562","Engel, Eliot L.",Incumbent,Green,"2,974","Diaferia, Joseph",Challenger,82,"125,627",D,1.26,23.10,76.90,The other vote was: Scattered Write-In (Write-in) 82
House,New York,N/A,2018,District 17,17,20120101,N/A,N/A,N/A,"170,168","Lowey, Nita M.",Incumbent,Reform,"23,150","Ciardullo, Joseph J.",Challenger,523,"147,018",D,11.94,.00,100.00,The other vote was: Scattering (Write-in) 523
House,New York,N/A,2016,District 17,17,20120101,N/A,N/A,N/A,"214,530","Lowey, Nita M.",Incumbent,Write-in,"2,055",Scattering,Challenger,N/A,"212,475",D,.95,.00,100.00,
House,New York,N/A,2014,District 17,17,20120101,"75,781","Day, Chris",Challenger,"98,150","Lowey, Nita M.",Incumbent,Write-in,123,Write-In,Challenger,N/A,"22,369",D,.07,43.57,56.43,
House,New York,N/A,2012,District 17,17,20120101,"91,899","Carvin, Joe",Challenger,"171,417","Lowey, Nita M.",Incumbent,Independent,"2,771","Morganthaler, Francis",Challenger,118,"79,518",D,1.04,34.90,65.10,The other vote was: Scattered Write-In (Write-in) 118
House,New York,N/A,2018,District 18,18,20120101,"112,035","O'Donnell, James",Challenger,"139,564","Maloney, Sean",Incumbent,Write-in,91,Scattering,Challenger,N/A,"27,529",D,.04,44.53,55.47,
House,New York,N/A,2016,District 18,18,20120101,"129,369","Oliva, Phil",Challenger,"162,060","Maloney, Sean",Incumbent,Write-in,98,Scattering,Challenger,N/A,"32,691",D,.03,44.39,55.61,
House,New York,N/A,2014,District 18,18,20120101,"85,660","Hayworth, Nan",Challenger,"88,993","Maloney, Sean",Incumbent,mr. Smith for Congress,"4,294","Smith, Scott A.",Challenger,144,"3,333",D,2.40,49.05,50.95,The other vote was: Write-In (Write-in) 144
House,New York,N/A,2012,District 18,18,20120101,"133,049","Hayworth, Nan",Incumbent,"143,845","Maloney, Sean",Challenger,Write-in,169,Scattered Write-In,Challenger,N/A,"10,796",D,.06,48.05,51.95,
House,New York,N/A,2018,District 19,19,20120101,"132,873","Faso, John",Incumbent,"147,873"," Delgado, Antonio",Challenger,Green,"4,313","Greenfield, Steven",Challenger,"2,927","15,000",D,1.50,47.33,52.67,"The other vote was:  Neal, Diane (Independent) 2,835; Scattering (Write-in) 92"
House,New York,N/A,2016,District 19,19,20120101,"166,171","Faso, John",Challenger,"141,224","Teachout, Zephyr",Challenger,Write-in,219,Scattering,Challenger,N/A,"24,947",R,.07,54.06,45.94,
House,New York,N/A,2014,District 19,19,20120101,"131,594","Gibson, Christopher P.",Incumbent,"72,470","Eldridge, Sean",Challenger,Write-in,109,Write-In,Challenger,N/A,"59,124",R,.05,64.49,35.51,
House,New York,N/A,2012,District 19,19,20120101,"150,245","Gibson, Christopher P.",Incumbent,"134,295","Schreibman, Julian",Challenger,Write-in,139,Scattered Write-In,Challenger,N/A,"15,950",R,.05,52.80,47.20,
House,New York,N/A,2018,District 20,20,20120101,"89,058"," Vitollo, Francis Joseph",Challenger,"176,811","Tonko, Paul D.",Incumbent,Write-in,145,Scattering,Challenger,N/A,"87,753",D,.05,33.50,66.50,
House,New York,N/A,2016,District 20,20,20120101,"100,740"," Vitollo, Francis Joseph",Challenger,"213,018","Tonko, Paul D.",Incumbent,Write-in,181,Scattering,Challenger,N/A,"112,278",D,.06,32.11,67.89,
House,New York,N/A,2014,District 20,20,20120101,"79,104","Fischer, Jim",Challenger,"125,111","Tonko, Paul D.",Incumbent,Write-in,114,Write-In,Challenger,N/A,"46,007",D,.06,38.74,61.26,
House,New York,N/A,2012,District 20,20,20120101,"93,778","Dieterich, Robert",Challenger,"203,401","Tonko, Paul D.",Incumbent,Write-in,135,Scattered Write-In,Challenger,N/A,"109,623",D,.05,31.56,68.44,
House,New York,N/A,2018,District 21,21,20120101,"131,981","Stefanik, Elise",Incumbent,"99,791"," Cobb, Tedra Lynn",Challenger,Green,"3,437","Kahn, Lynn",Challenger,58,"32,190",R,1.46,56.94,43.06,The other vote was: Scattering (Write-in) 58
House,New York,N/A,2016,District 21,21,20120101,"177,886","Stefanik, Elise",Incumbent,"82,161","Derrick, Mike",Challenger,Green,"12,452","Funiciello, Matthew J.",Challenger,107,"95,725",R,4.57,68.41,31.59,The other vote was: Scattering (Write-in) 107
House,New York,N/A,2014,District 21,21,20120101,"96,226","Stefanik, Elise",Challenger,"59,063","Woolf, Aaron",Challenger,Green,"19,238","Funiciello, Matthew J.",Challenger,141,"37,163",R,11.01,61.97,38.03,The other vote was: Write-In (Write-in) 141
House,New York,N/A,2012,District 21,21,20120101,"121,646","Doheny, Matthew A.",Challenger,"126,631","Owens, William L.",Incumbent,Green,"4,174","Hassig, Donald",Challenger,105,"4,985",D,1.65,49.00,51.00,The other vote was: Scattered Write-In (Write-in) 105
House,New York,N/A,2018,District 22,22,20120101,"123,242","Tenney, Claudia",Incumbent,"127,715"," Brindisi, Anthony",Challenger,Write-in,255,Scattering,Challenger,N/A,"4,473",D,.10,49.11,50.89,
House,New York,N/A,2016,District 22,22,20120101,"129,444","Tenney, Claudia",Challenger,"114,266","Myers, Kim",Challenger,Independent,"34,638","Babinec, Martin",Challenger,183,"15,178",R,12.44,53.11,46.89,The other vote was: Scattering (Write-in) 183
House,New York,N/A,2014,District 22,22,20120101,"129,851","Hanna, Richard L.",Incumbent,N/A,N/A,N/A,Write-in,"2,081",Write-In,Challenger,N/A,"127,770",R,1.58,100.00,.00,
House,New York,N/A,2012,District 22,22,20120101,"157,941","Hanna, Richard L.",Incumbent,"102,080","Lamb, Dan",Challenger,Write-in,842,Scattered Write-In,Challenger,N/A,"55,861",R,.32,60.74,39.26,
House,New York,N/A,2018,District 23,23,20120101,"130,323","Reed, Thomas W. II",Incumbent,"109,932"," Mitrano, Tracy",Challenger,Write-in,119,Scattering,Challenger,N/A,"20,391",R,.05,54.24,45.76,
House,New York,N/A,2016,District 23,23,20120101,"161,050","Reed, Thomas W. II",Incumbent,"118,584","Plumb, John",Challenger,Write-in,101,Scattering,Challenger,N/A,"42,466",R,.04,57.59,42.41,
House,New York,N/A,2014,District 23,23,20120101,"113,130","Reed, Thomas W. II",Incumbent,"70,242","Robertson, Martha",Challenger,Write-in,109,Write-In,Challenger,N/A,"42,888",R,.06,61.69,38.31,
House,New York,N/A,2012,District 23,23,20120101,"137,669","Reed, Thomas W. II",Incumbent,"127,535","Shinagawa, Nate",Challenger,Write-in,78,Scattered Write-In,Challenger,N/A,"10,134",R,.03,51.91,48.09,
House,New York,N/A,2018,District 24,24,20120101,"136,920","Katko, John M.",Incumbent,"123,226"," Balter, Dana",Challenger,Write-in,331,Scattering,Challenger,N/A,"13,694",R,.13,52.63,47.37,
House,New York,N/A,2016,District 24,24,20120101,"182,761","Katko, John M.",Incumbent,"119,040","Deacon, Colleen",Challenger,Write-in,314,Scattering,Challenger,N/A,"63,721",R,.10,60.56,39.44,
House,New York,N/A,2014,District 24,24,20120101,"118,474","Katko, John M.",Challenger,"80,304","Maffei, Daniel B.",Incumbent,Write-in,444,Write-In,Challenger,N/A,"38,170",R,.22,59.60,40.40,
House,New York,N/A,2012,District 24,24,20120101,"127,054","Buerkle, Ann Marie",Incumbent,"143,044","Maffei, Daniel B.",Challenger,Green,"22,670","Rozum, Ursula E.",Challenger,220,"15,990",D,7.74,47.04,52.96,The other vote was: Scattered Write-In (Write-in) 220
House,New York,N/A,2018,District 25,25,20120101,"110,736","Maxwell, Jim",Challenger,"159,244","Morelle, Joseph  D.",Incumbent,Write-in,140,Scattering,Challenger,N/A,"48,508",D,.05,41.02,58.98,
House,New York,N/A,2016,District 25,25,20120101,"142,650","Assini, Mark W.",Challenger,"182,950","Slaughter, Louise M.",Incumbent,Write-in,231,Scattering,Challenger,N/A,"40,300",D,.07,43.81,56.19,
House,New York,N/A,2014,District 25,25,20120101,"95,932","Assini, Mark W.",Challenger,"96,803","Slaughter, Louise M.",Incumbent,Write-in,236,Write-In,Challenger,N/A,871,D,.12,49.77,50.23,
House,New York,N/A,2012,District 25,25,20120101,"133,389","Brooks, Maggie",Challenger,"179,810","Slaughter, Louise M.",Incumbent,Write-in,253,Scattered Write-In,Challenger,N/A,"46,421",D,.08,42.59,57.41,
House,New York,N/A,2018,District 26,26,20120101,"61,488"," Zeno, Renee Marie",Challenger,"169,166","Higgins, Brian M.",Incumbent,Write-in,9,Scattering,Challenger,N/A,"107,678",D,.00,26.66,73.34,
House,New York,N/A,2016,District 26,26,20120101,"73,377","Schratz, Shelly",Challenger,"215,289","Higgins, Brian M.",Incumbent,Write-in,13,Scattering,Challenger,N/A,"141,912",D,.00,25.42,74.58,
House,New York,N/A,2014,District 26,26,20120101,"52,909","Weppner, Kathleen",Challenger,"113,210","Higgins, Brian M.",Incumbent,Write-in,5,Write-In,Challenger,N/A,"60,301",D,.00,31.85,68.15,
House,New York,N/A,2012,District 26,26,20120101,"71,666","Madigan, Michael H.",Challenger,"212,588","Higgins, Brian M.",Incumbent,Write-in,17,Scattered Write-In,Challenger,N/A,"140,922",D,.01,25.21,74.79,
House,New York,N/A,2018,District 27,27,20120101,"140,146","Collins, Chris",Incumbent,"139,059","McMurray, Nathan D.",Challenger,Reform,"5,973","Piegza, Larry",Challenger,122,"1,087",R,2.09,50.19,49.81,The other vote was: Scattering (Write-in) 122
House,New York,N/A,2016,District 27,27,20120101,"220,885","Collins, Chris",Incumbent,"107,832","Kastenbaum, Diana",Challenger,Write-in,92,Scattering,Challenger,N/A,"113,053",R,.03,67.20,32.80,
House,New York,N/A,2014,District 27,27,20120101,"144,675","Collins, Chris",Incumbent,"58,911","O'Donnell, Jim",Challenger,Write-in,59,Write-In,Challenger,N/A,"85,764",R,.03,71.06,28.94,
House,New York,N/A,2012,District 27,27,20120101,"161,220","Collins, Chris",Challenger,"156,219","Hochul, Kathy Courtney",Incumbent,Write-in,95,Scattered Write-In,Challenger,N/A,"5,001",R,.03,50.79,49.21,
,
,
,
CONGRESS 2012 to 2020 in NORTH CAROLINA
,
Office,State,CensusPop,raceYear,Area,AreaNumber,RedistrictedDate,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,ThirdVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes
House,North Carolina,N/A,2018,District 1,1,20120101,"82,218","Allison, Roger",Challenger,"190,457","Butterfield, George K.",Incumbent,N/A,N/A,N/A,N/A,N/A,"108,239",D,.00,30.15,69.85,"Regarding District 9: In February 2019, it was determined that another election will be held, with the primary election on May 14, 2019 (and if needed, a second primary on September 10). The general election will be on September 10 if there is no second primary."
House,North Carolina,N/A,2016,District 1,1,20120101,"101,567","Dew, H. Powell Jr.",Challenger,"240,661","Butterfield, George K.",Incumbent,Libertarian,"8,471","Summerell, J.J.",Challenger,N/A,"139,094",D,2.42,29.68,70.32,
House,North Carolina,N/A,2014,District 1,1,20120101,"55,990","Rich, Arthur",Challenger,"154,333","Butterfield, George K.",Incumbent,N/A,N/A,N/A,N/A,N/A,"98,343",D,.00,26.62,73.38,
House,North Carolina,N/A,2012,District 1,1,20120101,"77,288","DiLauro, Pete",Challenger,"254,644","Butterfield, George K.",Incumbent,Libertarian,"6,134","Holloman, Darryl",Challenger,N/A,"177,356",D,1.81,23.28,76.72,
House,North Carolina,N/A,2018,District 2,2,20120101,"170,072","Holding, George",Incumbent,"151,977","Coleman, Linda",Challenger,Libertarian,"9,655","Matemu, Jeff",Challenger,N/A,"18,095",R,2.91,52.81,47.19,
House,North Carolina,N/A,2016,District 2,2,20120101,"221,485","Holding, George",Challenger,"169,082","McNeil, John P.",Challenger,N/A,N/A,N/A,N/A,N/A,"52,403",R,.00,56.71,43.29,
